"Date","CUUR0000SEHF01"
2023-01-01,266.528
2023-02-01,266.887
2023-03-01,265.033
2023-04-01,263.216
2023-05-01,262.135
2023-06-01,271.369
2023-07-01,270.268
2023-08-01,270.752
2023-09-01,272.401
2023-10-01,268.342
2023-11-01,267.545
